"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,49.5683270909514,4.86884505124672
"2",2022-03-08 00:00:05,1,303,100,49.132696364979,4.05812368970393
"3",2022-03-08 00:00:10,1,303,100,48.4840059163876,5.31546478381671
"4",2022-03-08 00:00:15,1,303,100,50.7495997253896,5.2494143722064
"5",2022-03-08 00:00:20,1,303,100,49.6818121071302,5.3562751352362
"6",2022-03-08 00:00:25,1,303,100,49.9090585242022,5.98331380971729
"7",2022-03-08 00:00:30,1,303,100,50.3105509410305,5.56147387437129
"8",2022-03-08 00:00:35,1,303,100,50.1810455670962,5.07117939906919
"9",2022-03-08 00:00:40,1,303,100,49.0675922004455,6.16034707823436
"10",2022-03-08 00:00:45,1,303,100,49.5976726484898,4.83967976734768
"11",2022-03-08 00:00:50,1,303,100,49.4116064084677,5.31694893892132
"12",2022-03-08 00:00:55,1,303,100,48.7299359879569,5.48185178544335
"13",2022-03-08 00:01:00,1,303,100,51.458318235985,5.09685948292004
"14",2022-03-08 00:01:05,1,303,100,49.6419124617674,5.35358542697294
"15",2022-03-08 00:01:10,1,303,100,52.4755489408795,5.41291281144715
"16",2022-03-08 00:01:15,1,303,100,52.1968199950056,5.0131381465247
"17",2022-03-08 00:01:20,1,303,100,51.5652152709288,5.07050060561876
"18",2022-03-08 00:01:25,1,303,100,50.8049541257334,5.37446154599901
"19",2022-03-08 00:01:30,1,303,100,51.0667099302829,4.81755620746294
"20",2022-03-08 00:01:35,1,303,100,51.0715361271553,4.58147918133767
"21",2022-03-08 00:01:40,1,303,100,50.0634107071738,5.46568321289494
"22",2022-03-08 00:01:45,1,303,100,50.3437863122675,4.87939696287525
"23",2022-03-08 00:01:50,1,303,100,51.0940658742787,4.58618944545979
"24",2022-03-08 00:01:55,1,303,100,51.453678445975,4.8290858906948
"25",2022-03-08 00:02:00,1,303,100,51.772744369773,4.67507801808219
"26",2022-03-08 00:02:05,1,303,100,50.4130756756166,5.50172193501467
"27",2022-03-08 00:02:10,1,303,100,50.4570390248801,5.42237066936478
"28",2022-03-08 00:02:15,1,303,100,51.1999173718247,5.55955480595865
"29",2022-03-08 00:02:20,1,303,100,50.7600468600381,5.54266406889592
"30",2022-03-08 00:02:25,1,303,100,51.3904431805661,4.86468697499206
"31",2022-03-08 00:02:30,1,303,100,51.5901675131084,4.86445656440791
"32",2022-03-08 00:02:35,1,303,100,49.7360195316059,4.80511126012399
"33",2022-03-08 00:02:40,1,303,100,50.2420153457073,4.80735196205864
"34",2022-03-08 00:02:45,1,303,100,50.5285195449744,5.85532965730803
"35",2022-03-08 00:02:50,1,303,100,48.8584200771927,5.33393322902056
"36",2022-03-08 00:02:55,1,303,100,52.7563929944665,5.03471761774591
"37",2022-03-08 00:03:00,1,303,100,51.1841474370832,5.39997537845814
"38",2022-03-08 00:03:05,1,303,100,50.337404143366,5.72830717831462
"39",2022-03-08 00:03:10,1,303,100,50.2191582773443,5.10425954216605
"40",2022-03-08 00:03:15,1,303,100,51.9247984165592,5.01892103785886
"41",2022-03-08 00:03:20,1,303,100,51.9304941357225,5.14455052308554
"42",2022-03-08 00:03:25,1,303,100,51.6297292442587,5.61271394441995
"43",2022-03-08 00:03:30,1,303,100,50.9605321457812,4.98727732177339
"44",2022-03-08 00:03:35,1,303,100,50.8553805964929,5.05019663858472
"45",2022-03-08 00:03:40,1,303,100,50.2824458774091,5.42944789800444
"46",2022-03-08 00:03:45,1,303,100,51.4079742256704,5.77310295507765
"47",2022-03-08 00:03:50,1,303,100,50.0203618417538,4.83819229784582
"48",2022-03-08 00:03:55,1,303,100,51.3753806579219,4.85623974809847
"49",2022-03-08 00:04:00,1,303,100,49.9021745396997,4.13064142978825
"50",2022-03-08 00:04:05,1,303,100,51.3239791654235,5.25924172722415
"51",2022-03-08 00:04:10,1,303,100,50.0223572058768,4.70779447299086
"52",2022-03-08 00:04:15,1,303,100,52.4320414009028,4.79107367327577
"53",2022-03-08 00:04:20,1,303,100,49.9862891350953,5.6411330017276
"54",2022-03-08 00:04:25,1,303,100,51.0945372277879,5.01170040979194
"55",2022-03-08 00:04:30,1,303,100,51.4717670201752,5.27785657152749
"56",2022-03-08 00:04:35,1,303,100,49.7504318548003,5.11459867606311
"57",2022-03-08 00:04:40,1,303,100,53.0046570096714,5.30256993538637
"58",2022-03-08 00:04:45,1,303,100,51.0065586159559,5.49967211950137
"59",2022-03-08 00:04:50,1,303,100,52.759290226036,5.76996141513089
"60",2022-03-08 00:04:55,1,303,100,51.5722635835455,5.22850513352538
"61",2022-03-08 00:05:00,1,303,100,50.9239483817267,5.71522216167958
"62",2022-03-08 00:05:05,1,303,100,51.2779781749692,5.5192349485071
"63",2022-03-08 00:05:10,1,303,100,49.8776945308925,5.27597521948844
"64",2022-03-08 00:05:15,1,303,100,51.6555377302017,5.18758301867567
"65",2022-03-08 00:05:20,1,303,100,49.8861945258284,4.77578775230461
"66",2022-03-08 00:05:25,1,303,100,49.6566649350013,5.5339436695299
"67",2022-03-08 00:05:30,1,303,100,51.757946284742,4.95646272986311
"68",2022-03-08 00:05:35,1,303,100,49.9642692269477,4.305499095253
"69",2022-03-08 00:05:40,1,303,100,51.0749419306885,5.02280010783746
"70",2022-03-08 00:05:45,1,303,100,49.7965492642865,4.94022833620788
"71",2022-03-08 00:05:50,1,303,100,50.3236149446218,5.07477607304203
"72",2022-03-08 00:05:55,1,303,100,52.4968565085442,5.2810669337059
"73",2022-03-08 00:06:00,1,303,100,51.0855009051624,4.49603282387019
"74",2022-03-08 00:06:05,1,303,100,49.3158229074815,5.09836133426094
"75",2022-03-08 00:06:10,1,303,100,52.0138897501356,5.24940698555406
"76",2022-03-08 00:06:15,1,303,100,51.2344413328485,5.17521255732158
"77",2022-03-08 00:06:20,1,303,100,50.2398843497993,5.44431552916206
"78",2022-03-08 00:06:25,1,303,100,49.7554789088462,5.46064527605094
"79",2022-03-08 00:06:30,1,303,100,50.3232815781363,5.17424370949283
"80",2022-03-08 00:06:35,1,303,100,51.4558469393936,5.29909897571711
"81",2022-03-08 00:06:40,1,303,100,50.8406002792775,4.9288161733429
"82",2022-03-08 00:06:45,1,303,100,48.9602275885086,4.92385147569566
"83",2022-03-08 00:06:50,1,303,100,49.6399619839797,5.65248328202509
"84",2022-03-08 00:06:55,1,303,100,51.3974523403478,5.6780064678393
"85",2022-03-08 00:07:00,1,303,100,50.6073566947229,5.19557738759281
"86",2022-03-08 00:07:05,1,303,100,50.7528949639914,5.08819355334242
"87",2022-03-08 00:07:10,1,303,100,50.7808697522193,5.60793232524949
"88",2022-03-08 00:07:15,1,303,100,52.2461488528718,5.34373267167795
"89",2022-03-08 00:07:20,1,303,100,52.3351715237066,5.59169707825296
"90",2022-03-08 00:07:25,1,303,100,50.5086787018164,4.9418519276958
"91",2022-03-08 00:07:30,1,303,100,50.0843064591738,5.10997473642399
"92",2022-03-08 00:07:35,1,303,100,52.0279880830651,5.38678396451019
"93",2022-03-08 00:07:40,1,303,100,50.9817006532881,5.49323091190092
"94",2022-03-08 00:07:45,1,303,100,52.0460893316423,5.14658969020168
"95",2022-03-08 00:07:50,1,303,100,51.9617192559385,5.02387217211624
"96",2022-03-08 00:07:55,1,303,100,51.7977006949649,4.92220562762767
"97",2022-03-08 00:08:00,1,303,100,50.3436593660976,5.39471269763842
"98",2022-03-08 00:08:05,1,303,100,49.96162156325,5.46638956674108
"99",2022-03-08 00:08:10,1,303,100,54.8446682399762,5.33917399625388
"100",2022-03-08 00:08:15,1,303,100,51.9515510105933,4.92168119962365
"101",2022-03-08 00:08:20,1,303,100,50.261821773645,4.76686769946138
"102",2022-03-08 00:08:25,1,303,100,48.9384240664207,5.0560179771709
"103",2022-03-08 00:08:30,1,303,100,50.1629604628641,4.64348774073096
